SMILES,canonical_smiles,Activity Comment,Protein Target Name
CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,CN(c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-])C,0,NRF2
O=C1c2ccccc2-c2ccccc21,O=C1c2ccccc2-c2c1cccc2,0,NRF2
O=c1[nH]cnc2ccccc12,O=c1[nH]cnc2c1cccc2,0,NRF2
CN(C)c1ccc(CCO)cc1,OCCc1ccc(cc1)N(C)C,0,NRF2
O=[N+]([O-])c1ccc2[nH]ncc2c1,[O-][N+](=O)c1ccc2c(c1)cn[nH]2,0,NRF2
CCCCON=O,CCCCON=O,0,NRF2
Cn1cnc2c(=O)[nH]c(N)nc21,Nc1[nH]c(=O)c2c(n1)n(C)cn2,0,NRF2
O=Cc1ccccc1[N+](=O)[O-],O=Cc1ccccc1[N+](=O)[O-],0,NRF2
O=Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc(cc1)[N+](=O)[O-],0,NRF2
Brc1cc2ccccc2c2ccccc12,Brc1cc2ccccc2c2c1cccc2,0,NRF2
O=c1[nH]c2ccccc2o1,O=c1oc2c([nH]1)cccc2,0,NRF2
CCOC(=O)C(Cl)C(C)=O,CCOC(=O)C(C(=O)C)Cl,0,NRF2
N#CC(C#N)=C(C#N)C#N,N#CC(=C(C#N)C#N)C#N,1,NRF2
O=C(O)c1c2ccccc2cc2ccccc12,OC(=O)c1c2ccccc2cc2c1cccc2,0,NRF2
O=c1[nH][nH]c2ccccc12,O=c1[nH][nH]c2c1cccc2,0,NRF2
CC1CN1,CC1CN1,0,NRF2
CC1CCC2C(C)(C)C3CC12CCC3(C)O,CC1CCC2C31CCC(C(C3)C2(C)C)(C)O,0,NRF2
CC(=O)c1ccc2c(c1)Cc1ccccc1-2,CC(=O)c1ccc2-c3c(Cc2c1)cccc3,1,NRF2
O=C1c2ccccc2Cc2ccccc21,O=C1c2ccccc2Cc2c1cccc2,0,NRF2
c1ccc2nccnc2c1,c1ccc2c(c1)nccn2,0,NRF2
Cn1cnc2ncnc(N)c21,Cn1cnc2c1c(N)ncn2,0,NRF2
Cn1c(N)nc2nc[nH]c2c1=O,Cn1c(N)nc2c(c1=O)[nH]cn2,0,NRF2
O=C(O)c1ccccn1,OC(=O)c1ccccn1,0,NRF2
CC[Ge](Cl)(CC)CC,CC[Ge](CC)(CC)Cl,0,NRF2
CC(=O)c1ccc2ccc3ccccc3c2c1,CC(=O)c1ccc2c(c1)c1ccccc1cc2,0,NRF2
COc1ccc(N)c(OC)c1,COc1ccc(c(c1)OC)N,0,NRF2
CC12CCC(C(=O)C1=O)C2(C)C,O=C1C(=O)C2(C(C1CC2)(C)C)C,0,NRF2
O=Cc1c2ccccc2c(Cl)c2ccccc12,O=Cc1c2ccccc2c(c2c1cccc2)Cl,1,NRF2
O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,Clc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,0,NRF2
COc1nc(N)nc2nc[nH]c12,COc1nc(N)nc2c1[nH]cn2,0,NRF2
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,c1ccc2c(c1)cc1c(c2)c2ccccc2c2c1cccc2,1,NRF2
Cl.NO,NO.Cl,0,NRF2
O=C1c2ccccc2CCc2ccccc21,O=C1c2ccccc2CCc2c1cccc2,0,NRF2
Nc1n[nH]c(N)n1,Nc1[nH]nc(n1)N,0,NRF2
CC1=Nc2ccccc2C1(C)C,CC1=Nc2c(C1(C)C)cccc2,0,NRF2
Cc1nc2ccccc2s1,Cc1nc2c(s1)cccc2,0,NRF2
O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,O=C(c1ccccc1)C=Cc1ccc(cc1)[N+](=O)[O-],0,NRF2
O=[Se]([O-])[O-].[Na+].[Na+],[O-][Se](=O)[O-].[Na+].[Na+],0,NRF2
O=C(O)C=Cc1cnc[nH]1,OC(=O)C=Cc1cnc[nH]1,0,NRF2
O=C(Cl)c1ccc(F)c(Cl)c1,ClC(=O)c1ccc(c(c1)Cl)F,0,NRF2
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,ClCC(OP(=O)(OC(CCl)C)OC(CCl)C)C,0,NRF2
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,0,NRF2
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],CCCCCCCCCCCC(=O)N(CC(=O)[O-])C.[Na+],0,NRF2
CCCCCCCCCCCCCCCCCCCl,CCCCCCCCCCCCCCCCCCCl,0,NRF2
NC(=S)Nc1cccc2ccccc12,NC(=S)Nc1cccc2c1cccc2,0,NRF2
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,Brc1c(Br)c(Br)c(c(c1Br)Br)Br,0,NRF2
OCCNCCO,OCCNCCO,0,NRF2
OCCCl,OCCCl,0,NRF2
Cc1cc(O)ccc1Cl,Oc1ccc(c(c1)C)Cl,0,NRF2
CCCCC=O,CCCCC=O,0,NRF2
O=S1(=O)CCCO1,O=S1(=O)CCCO1,0,NRF2
CC1=CC(=O)C(=C(C)[O-])C(=O)O1.[Na+],CC1=CC(=O)C(=C(C)[O-])C(=O)O1.[Na+],0,NRF2
CCC(C)c1ccc(O)cc1,CCC(c1ccc(cc1)O)C,0,NRF2
CC1(C)C(=O)NC(=O)N1CO,OCN1C(=O)NC(=O)C1(C)C,0,NRF2
O=c1[nH]cc(F)c(=O)[nH]1,Fc1c[nH]c(=O)[nH]c1=O,0,NRF2
O=C([O-])c1ccccc1.[Na+],[O-]C(=O)c1ccccc1.[Na+],0,NRF2
Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,0,NRF2
[Na+].[O-]n1ccccc1=S,S=c1ccccn1[O-].[Na+],1,NRF2
Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(cc1)Cc1ccc(cc1)N,0,NRF2
CC(=O)C(C)=CC1C(C)=CCCC1(C)C,CC1=CCCC(C1C=C(C(=O)C)C)(C)C,0,NRF2
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0,NRF2
O=C(O)C(O)C(O)C(=O)O,OC(C(C(=O)O)O)C(=O)O,0,NRF2
CC1(C)C(=O)N(Br)C(=O)N1Br,BrN1C(=O)N(C(C1=O)(C)C)Br,0,NRF2
O=C1OC(C(O)CO)C([O-])=C1O.[Na+],OCC(C1OC(=O)C(=C1[O-])O)O.[Na+],0,NRF2
CCCCOC(=O)CCCCC(=O)OCCCC,CCCCOC(=O)CCCCC(=O)OCCCC,0,NRF2
C[N+](C)(C)CC1CO1.[Cl-],C[N+](CC1OC1)(C)C.[Cl-],0,NRF2
CNC(C)=O,CNC(=O)C,0,NRF2
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,Nc1ccc(cc1C)Cc1ccc(c(c1)C)N,0,NRF2
Cc1cc2c3c(c1)C(c1ccccc1)=NC(NC(=O)c1ccncc1)C(=O)N3CC2,Cc1cc2CCN3c2c(c1)C(=NC(C3=O)NC(=O)c1ccncc1)c1ccccc1,0,NRF2
CCc1nn(C2CCCCC2)c2cc(C3(C#N)CCC(C(=O)O)CC3)ccc12,N#CC1(CCC(CC1)C(=O)O)c1ccc2c(c1)n(nc2CC)C1CCCCC1,1,NRF2
CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,CCOc1ccc2c(n1)c(=O)c(c[nH]2)C(=O)NCc1ccccc1,1,NRF2
NC(=O)N(O)C1COc2cc(OCc3ccccc3)ccc21,NC(=O)N(C1COc2c1ccc(c2)OCc1ccccc1)O,0,NRF2
N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,N#Cc1ccc(cc1C(F)(F)F)N(CC(F)(F)F)CC(=O)N,0,NRF2
CCCCc1ccc2c(n1)C(c1ccc(OC)cc1CC(C)C(=O)[O-])C(C(=O)[O-])C2c1ccc2c(c1)OCO2.[Na+].[Na+],CCCCc1ccc2c(n1)C(C(C2c1ccc2c(c1)OCO2)C(=O)[O-])c1ccc(cc1CC(C(=O)[O-])C)OC.[Na+].[Na+],0,NRF2
CN(C)C(=O)NC1(c2ccccc2)CCN(CCC2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,CN(C(=O)NC1(CCN(CC1)CCC1(OCCN(C1)C(=O)c1ccccc1)c1ccc(c(c1)F)F)c1ccccc1)C.Cl,0,NRF2
CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O.CS(=O)(=O)O,CS(=O)(=O)O.NC(=NC(=O)c1ccc(c(c1)S(=O)(=O)C)C(C)C)N,0,NRF2
N#CC1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1,N#CC1CC(CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1)(F)F,0,NRF2
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,NC(=O)Cn1c(=O)cc(c2c1cc(F)cc2)CCN1CCN(CC1)c1nccc2c1ccs2,0,NRF2
CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,CC(=O)SC(C(=O)NC1Cc2ccccc2C2N(C1=O)C(CCC2)C(=O)O)C(C)C,0,NRF2
O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21,Fc1cc(F)c(c(c1)Cl)Nc1cc2c(=O)c(cn(c2cc1Cl)c1ccccc1C(=O)O)C(=O)O,0,NRF2
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,O=C(Nc1cc(F)ccc1N1CCC(CC1)C(=O)O)NC(=O)c1cc(F)c(cc1Cl)F,0,NRF2
O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.[Na+],Clc1ccc(s1)c1onc(c1)Cn1c(nc2c1ccc(c2)C(=O)[O-])C(=O)NC1CCN(CC1)C1CC1.[Na+],0,NRF2
CC(=O)O.COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,CC(=O)O.COCCOc1ncc2c(c1)cc(n2CC(=O)Nc1ccc(cn1)Cl)C(=O)NC1CCN(CC1)C(C)C,0,NRF2
COC1COCCC1[NH2+]C1CCC(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C([O-])CCC(=O)O,[O-]C(=O)CCC(=O)O.COC1COCCC1[NH2+]C1CCC(C1)(C(C)C)C(=O)N1CCc2c(C1)cc(cn2)C(F)(F)F,0,NRF2
CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1.[Na+],CCOc1cccc(c1)n1cc(nc1c1ccc(cc1)C)C(=O)N1CCN(CC1)c1cc2ccccc2c(c1)C(=O)[O-].[Na+],1,NRF2
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],CCC1(C(=O)NC(=NC1=O)[O-])c1ccccc1.[Na+],0,NRF2
CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,0,NRF2
S=C([S-])NCCNC(=S)[S-].S=C([S-])NCCNC(=S)[S-].[Mn+2].[Zn+2],[S-]C(=S)NCCNC(=S)[S-].[S-]C(=S)NCCNC(=S)[S-].[Mn+2].[Zn+2],1,NRF2
NC(=O)NO,NC(=O)NO,0,NRF2
CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1,CCCCC(COC(=O)CCCCC(=O)OCc1ccccc1)CC,0,NRF2
Cc1ccccc1Cl,Cc1ccccc1Cl,0,NRF2
CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(cc1)O,0,NRF2
Cc1ccc(C(C)C)cc1,Cc1ccc(cc1)C(C)C,0,NRF2
CCCCCCCCN(C)C,CCCCCCCCN(C)C,0,NRF2
COc1cc(C=O)ccc1O,COc1cc(C=O)ccc1O,0,NRF2
CC(C)COC(=O)CCCCC(=O)OCC(C)C,CC(COC(=O)CCCCC(=O)OCC(C)C)C,0,NRF2
COC(=O)CCCCC(=O)OC,COC(=O)CCCCC(=O)OC,0,NRF2
CCCCCCCCN(C)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C,0,NRF2
O=C(O)CC(O)C(=O)O,OC(=O)CC(C(=O)O)O,0,NRF2
CCCC(=O)OCCC(C)C,CCCC(=O)OCCC(C)C,0,NRF2
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1(OC2OC(COC(=O)C)C(C(C2OC(=O)C)OC(=O)C)OC(=O)C)OC(C(C1OC(=O)C)OC(=O)C)COC(=O)C,0,NRF2
CN(C)CCCN(C)CCCN(C)C,CN(CCCN(C)C)CCCN(C)C,0,NRF2
COc1cc(S(=O)(=O)[O-])c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)[O-])ccc12.[Na+].[Na+],COc1cc(c(cc1N=Nc1c(O)ccc2c1ccc(c2)S(=O)(=O)[O-])C)S(=O)(=O)[O-].[Na+].[Na+],0,NRF2
CCO[Si](CCCNC(N)=O)(OCC)OCC,CCO[Si](OCC)(OCC)CCCNC(=O)N,0,NRF2
O=C(Nc1ccccc1)c1ccccc1I,O=C(c1ccccc1I)Nc1ccccc1,1,NRF2
CC1=C(C)S(=O)(=O)CCS1(=O)=O,CC1=C(C)S(=O)(=O)CCS1(=O)=O,1,NRF2
CN(C(=O)Cc1cccc2occc12)C1CCC2(CCCO2)CC1N1CCCC1,O=C(N(C1CCC2(CC1N1CCCC1)CCCO2)C)Cc1cccc2c1cco2,0,NRF2
Cl.Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,Clc1cc2N=C3CCCCCN3Cc2c(c1)Cl.Cl,0,NRF2
CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,CC(Cc1ccc(cc1)OCC(=O)O)NCC(c1csc(n1)C(F)(F)F)O,0,NRF2
CCC1CC(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,CCC1CC(N(C(=O)C)Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2c(N1C(=O)OC(C)C)ccc(c2)C(F)(F)F,0,NRF2
CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,CC(C(=O)O)Oc1ccc(c(c1)F)CNC(=O)c1cccnc1Oc1ccc2c(c1)OCO2,0,NRF2
O=C(NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,O=C(c1ccc2c(c1)OCCO2)NC1CN2CCC1CC2,0,NRF2
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,COCc1nnc(n1c1c(Cl)c(Cl)cc2c1[nH]c(=O)c(=O)[nH]2)c1ccc[n+](c1)[O-],0,NRF2
Nc1cc2c3c(c1)C(c1ccccc1)=NC(NC(=O)c1cccnc1)C(=O)N3CC2,Nc1cc2CCN3c2c(c1)C(=NC(C3=O)NC(=O)c1cccnc1)c1ccccc1,0,NRF2
CCOc1cccc(C2(N3CCN(c4ccccc4)CC3)CCC(C)CC2)c1.CS(=O)(=O)O,CS(=O)(=O)O.CCOc1cccc(c1)C1(CCC(CC1)C)N1CCN(CC1)c1ccccc1,0,NRF2
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,O=C(NS(=O)(=O)c1occ(c1)C(O)(C)C)Nc1c2CCCc2cc2c1CCC2,0,NRF2
NC(=O)N(O)C1C=CC(Oc2cccc(Oc3ccc(F)cc3)c2)C1,Fc1ccc(cc1)Oc1cccc(c1)OC1C=CC(C1)N(C(=O)N)O,1,NRF2
CNC(=O)C1OC(n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)C(O)C1N,CNC(=O)C1OC(C(C1N)O)n1cnc2c1ncnc2NCc1cc(Cl)ccc1OCc1onc(c1)C,0,NRF2
Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,OC(=O)C(=O)Nc1cc(C)c(c(c1)C)Oc1ccc(c2c1CCC2)O,0,NRF2
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,CC(N(C(=O)C(C)(C)C)Cc1ccccc1)C,0,NRF2
Cl.Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,OCC1OC(C(C1O)O)n1ccc(nc1=O)N.Cl,0,NRF2
Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,0,NRF2
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,Oc1ccc(cc1n1nc2c(n1)cccc2)C(CC(C)(C)C)(C)C,0,NRF2
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0,NRF2
COCCOCCOCCOC,COCCOCCOCCOC,0,NRF2
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O,0,NRF2
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1.[Na+].[Na+],CC[N+](=C1C=CC(=C(c2ccccc2S(=O)(=O)[O-])c2ccc(cc2)N(Cc2cccc(c2)S(=O)(=O)[O-])CC)C=C1)Cc1cccc(c1)S(=O)(=O)[O-].[Na+].[Na+],0,NRF2
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,NRF2
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,CCCCCCOC(=O)C(OC(=O)CCC)(CC(=O)OCCCCCC)CC(=O)OCCCCCC,0,NRF2
O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)OCCCCCOC(=O)c1ccccc1,0,NRF2
O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)OCCCCCCOC(=O)c1ccccc1,0,NRF2
Cn1cc[nH]c1=S,Cn1cc[nH]c1=S,0,NRF2
CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,0,NRF2
CC(C)(C)c1ccccc1,CC(c1ccccc1)(C)C,0,NRF2
O=NN(c1ccccc1)c1ccccc1,O=NN(c1ccccc1)c1ccccc1,0,NRF2
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,0,NRF2
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O.Cl,1,NRF2
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1.OCCN(CCO)CCO,OCCN(CCO)CCO.CCCCCCCCCC(c1ccc(cc1)S(=O)(=O)O)CC,0,NRF2
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],[O-]C(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[NH4+],1,NRF2
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,OCC1OC(CC1O)n1cnc2c1nc(Cl)nc2N,0,NRF2
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(C(=C)C)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,NRF2
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,NRF2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,ICCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,NRF2
O=C(O)c1cccc(Oc2ccccc2)c1,OC(=O)c1cccc(c1)Oc1ccccc1,0,NRF2
O=C(O)c1ccccc1C(=O)OCc1ccccc1,O=C(c1ccccc1C(=O)O)OCc1ccccc1,0,NRF2
Oc1ccc2c(c1)-c1ccccc1C2,Oc1ccc2c(-c3ccccc3C2)c1,1,NRF2
CC#Cc1cc(C)nc(Nc2ccccc2)n1,CC#Cc1nc(Nc2ccccc2)nc(c1)C,1,NRF2
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,CC(CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C)C,0,NRF2
Cl[Sb](Cl)Cl,Cl[Sb](Cl)Cl,1,NRF2
CCCC(=O)OC(C)(C)Cc1ccccc1,CCCC(=O)OC(Cc1ccccc1)(C)C,0,NRF2
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0,NRF2
c1csc(-c2ccc(-c3cccs3)s2)c1,c1csc(c1)c1ccc(s1)c1cccs1,1,NRF2
O=C(O)C1CCC(C(=O)O)CC1,OC(=O)C1CCC(CC1)C(=O)O,0,NRF2
O=C(O)c1cccc(C(F)(F)F)c1,OC(=O)c1cccc(c1)C(F)(F)F,0,NRF2
Cc1c(Cl)cccc1[N+](=O)[O-],[O-][N+](=O)c1cccc(c1C)Cl,0,NRF2
CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0,NRF2
COC(=O)Cc1cccc2ccccc12,COC(=O)Cc1cccc2c1cccc2,0,NRF2
Cc1cccc(N)n1,Cc1cccc(n1)N,0,NRF2
COC(Cc1ccccc1)OC,COC(Cc1ccccc1)OC,0,NRF2
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12.O.O,CN(C1C(=O)C(=C(C2(C1C(O)C1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C.O.O,0,NRF2
CCc1cnc(C(=O)O)c(C(=O)O)c1,CCc1cnc(c(c1)C(=O)O)C(=O)O,0,NRF2
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,1,NRF2
O=C(CC(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)CC(=O)c1ccccc1,1,NRF2
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,NRF2
O=C(Cc1ccccc1)OCCc1ccccc1,O=C(Cc1ccccc1)OCCc1ccccc1,0,NRF2
CCCC(C)C(O)CC,CCCC(C(CC)O)C,0,NRF2
C1COCO1,C1OCCO1,0,NRF2
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,COc1cc2c(cc1OC)OCC1C2C(=O)c2c(O1)c1CC(Oc1cc2)C(=C)C,1,NRF2
O.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12.[Na+].[Na+],[O-]S(=O)(=O)c1cccc2c1cccc2S(=O)(=O)[O-].[Na+].[Na+].O,0,NRF2
Cc1ccc(S(=O)(=O)O)cc1.O,Cc1ccc(cc1)S(=O)(=O)O.O,0,NRF2
CC(C)c1ccc(C=O)cc1,O=Cc1ccc(cc1)C(C)C,0,NRF2
O=C(NCO)NCO,OCNC(=O)NCO,0,NRF2
COc1ccc(Cl)cc1C,COc1ccc(cc1C)Cl,0,NRF2
Nc1cnn(-c2ccccc2)c(=O)c1Cl,Nc1cnn(c(=O)c1Cl)c1ccccc1,0,NRF2
C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C,C[Si](O[Si](O[Si](O[Si](C)C)(C)C)(C)C)C,0,NRF2
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,CCCOC(=O)c1ccc(cn1)C(=O)OCCC,0,NRF2
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0,NRF2
O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,Oc1c(nc2c(c1Br)cccc2)C1C(=O)c2c(C1=O)cccc2,1,NRF2
N#Cc1ccncc1,N#Cc1ccncc1,0,NRF2
O=C(O)c1c(Cl)ccc(Cl)c1Cl,Clc1ccc(c(c1Cl)C(=O)O)Cl,0,NRF2
OCCCO,OCCCO,0,NRF2
CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,CCO[Si](CCC1CCC2C(C1)O2)(OCC)OCC,0,NRF2
COc1ccc(CCO)cc1,OCCc1ccc(cc1)OC,0,NRF2
C[N+](C)(C)Cc1ccccc1.[OH-],C[N+](Cc1ccccc1)(C)C.[OH-],0,NRF2
CCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCC(=O)OCC(CO)O,0,NRF2
NCCO.O=C(O)c1nc(Cl)ccc1Cl,Clc1ccc(c(n1)C(=O)O)Cl.NCCO,0,NRF2
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,CCOc1nc(F)cc2n1nc(n2)S(=O)(=O)Nc1c(Cl)cccc1Cl,0,NRF2
O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,OC(=O)c1cc(cc(c1)C(=O)O)[N+](=O)[O-],0,NRF2
N#CCCNCCC#N,N#CCCNCCC#N,0,NRF2
C[N+]1(C)CCCCC1.[Cl-],C[N+]1(C)CCCCC1.[Cl-],0,NRF2
CC(N)=O,CC(=O)N,0,NRF2
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C,0,NRF2
OCCOc1cccc(OCCO)c1,OCCOc1cccc(c1)OCCO,0,NRF2
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,CCCCC(CN1C(=O)C2C(C1=O)C1CC2C=C1)CC,0,NRF2
CC(O)C(C)O,CC(C(O)C)O,0,NRF2
