SMILES,canonical_smiles,Activity Comment,Protein Target Name
CCOc1ccc(C(=O)Oc2cc(C)[nH]c(=O)c2[N+](=O)[O-])cc1OCC,CCOc1cc(ccc1OCC)C(=O)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
CC(=O)NC1C(OC(=O)C=Cc2ccccc2)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1OC(OC(=O)C=Cc2ccccc2)C(C(C1OC(=O)C)OC(=O)C)NC(=O)C,0,NRF2
COc1ccc(OCC(O)CN(CC(O)COc2ccc(OC)cc2)c2cccc(O)c2)cc1,COc1ccc(cc1)OCC(CN(c1cccc(c1)O)CC(COc1ccc(cc1)OC)O)O,0,NRF2
CCN1CCc2c(sc(NC(=O)Cc3ccccc3)c2C(=O)OC)C1.Cl,CCN1CCc2c(C1)sc(c2C(=O)OC)NC(=O)Cc1ccccc1.Cl,0,NRF2
COC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCN(C(C)C)C2.Cl,COC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCN(C2)C(C)C.Cl,0,NRF2
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCN(Cc1ccccc1)C2.Cl,N#Cc1c(NC(=O)C(C)(C)C)sc2c1CCN(C2)Cc1ccccc1.Cl,0,NRF2
Cc1ccsc1C=NNC(=O)CNC(=O)c1ccccc1,O=C(CNC(=O)c1ccccc1)NN=Cc1sccc1C,0,NRF2
Cc1ccc(CCC(=O)Nc2ccccc2C(=O)O)o1,O=C(Nc1ccccc1C(=O)O)CCc1ccc(o1)C,0,NRF2
CN(C)c1ccc(C(=S)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,CN(c1ccc(cc1)C(=S)N1CCN(CC1)S(=O)(=O)c1ccccc1)C,0,NRF2
CCCC(=O)N1CCN(c2nc3ccccc3s2)CC1,CCCC(=O)N1CCN(CC1)c1nc2c(s1)cccc2,0,NRF2
CC(=O)c1sc(Nc2nc3cc4c(cc3s2)OCO4)nc1C,CC(=O)c1sc(nc1C)Nc1sc2c(n1)cc1c(c2)OCO1,0,NRF2
CC(C)N1CCc2c(sc(NC(=O)Cc3ccccc3)c2C(N)=O)C1.Cl,O=C(Nc1sc2c(c1C(=O)N)CCN(C2)C(C)C)Cc1ccccc1.Cl,0,NRF2
CCOC(=O)c1sc(=NC(=O)c2c(F)cccc2F)n(C)c1C,CCOC(=O)c1sc(=NC(=O)c2c(F)cccc2F)n(c1C)C,0,NRF2
Cc1ccc(C=C2SC(=S)N(C3CCCCC3)C2=O)o1,S=C1SC(=Cc2ccc(o2)C)C(=O)N1C1CCCCC1,0,NRF2
O=C(CSc1nnc(Cn2c(=O)sc3ccccc32)n1-c1ccccc1)NCC1CCCO1,O=C(CSc1nnc(n1c1ccccc1)Cn1c(=O)sc2c1cccc2)NCC1CCCO1,0,NRF2
Cc1cc(OC(=O)c2ccccc2C(F)(F)F)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccccc1C(F)(F)F)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
Cc1cc(OC(=O)c2cc(Br)ccc2Cl)c([N+](=O)[O-])c(=O)[nH]1,Brc1ccc(c(c1)C(=O)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-])Cl,0,NRF2
Cc1cc(OC(=O)c2ccccc2F)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccccc1F)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
Cc1cccc2c(N=O)c(O)n(CCc3ccccc3)c12,O=Nc1c2cccc(c2n(c1O)CCc1ccccc1)C,0,NRF2
CC(C)N1CCc2c(sc(NC(=O)Cc3ccccc3)c2C#N)C1.Cl,N#Cc1c(NC(=O)Cc2ccccc2)sc2c1CCN(C2)C(C)C.Cl,0,NRF2
CN(C)N=C1c2cc(S(=O)(=O)N(C)C)ccc2-c2ccc(S(=O)(=O)N(C)C)cc21,CN(N=C1c2cc(ccc2-c2c1cc(cc2)S(=O)(=O)N(C)C)S(=O)(=O)N(C)C)C,0,NRF2
CSc1nnc(NC(=O)C23CC4CC(CC(C4)C2)C3)s1,CSc1nnc(s1)NC(=O)C12CC3CC(C2)CC(C1)C3,0,NRF2
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2.Cl,CC(=O)Nc1sc2c(c1c1nc3c(s1)cccc3)CCN(C2)C(C)C.Cl,0,NRF2
COc1ccc(OC)c2sc(NNC(=O)COc3ccccc3)nc12,COc1ccc(c2c1sc(n2)NNC(=O)COc1ccccc1)OC,0,NRF2
COc1ccc(CC(=O)NCc2ccc3c(c2)cc(C)n3C)cc1OC,COc1ccc(cc1OC)CC(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
CCC(=O)NCc1ccc2[nH]c(C)cc2c1,CCC(=O)NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
CCN1CCc2c(sc(NC(=O)CN3C(=O)c4ccccc4C3=O)c2C(N)=O)C1.Cl,CCN1CCc2c(C1)sc(c2C(=O)N)NC(=O)CN1C(=O)c2c(C1=O)cccc2.Cl,0,NRF2
O=C(COc1ccccc1)NNc1nc2c(F)cc(F)cc2s1,O=C(COc1ccccc1)NNc1sc2c(n1)c(F)cc(c2)F,0,NRF2
CN(C)NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1,CN(NC(=O)c1ccsc1NC(=O)c1ccc(cc1)S(=O)(=O)N(C)C)C,0,NRF2
Cc1ccc(Cn2cc(SCC(N)=O)c3ccccc32)cc1,NC(=O)CSc1cn(c2c1cccc2)Cc1ccc(cc1)C,0,NRF2
COc1ccccc1NC(=S)NCc1ccc2c(c1)cc(C)n2C,COc1ccccc1NC(=S)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
CC1CCCCN1S(=O)(=O)c1cn(C)c(=O)n(C)c1=O,O=c1n(C)cc(c(=O)n1C)S(=O)(=O)N1CCCCC1C,0,NRF2
CC(C)N1CCc2c(sc(NC(=O)CCc3ccccc3)c2C(N)=O)C1.Cl,O=C(Nc1sc2c(c1C(=O)N)CCN(C2)C(C)C)CCc1ccccc1.Cl,0,NRF2
Cc1[nH]c2ccccc2c1SCc1ccccc1,Cc1[nH]c2c(c1SCc1ccccc1)cccc2,0,NRF2
O=C(NNc1nc2c(F)cccc2s1)C1COc2ccccc2O1,O=C(C1COc2c(O1)cccc2)NNc1sc2c(n1)c(F)ccc2,0,NRF2
NC(=O)CSc1cn(Cc2ccc(F)cc2)c2ccccc12,NC(=O)CSc1cn(c2c1cccc2)Cc1ccc(cc1)F,0,NRF2
CC(=O)c1sc(NC(=O)c2ccc(F)cc2)nc1-c1ccccc1,Fc1ccc(cc1)C(=O)Nc1sc(c(n1)c1ccccc1)C(=O)C,0,NRF2
O=C(NNc1nc2cc3c(cc2s1)OCCO3)c1ccc(F)cc1,Fc1ccc(cc1)C(=O)NNc1nc2c(s1)cc1c(c2)OCCO1,0,NRF2
CCC(=O)NNc1nc2c(F)cc(F)cc2s1,CCC(=O)NNc1sc2c(n1)c(F)cc(c2)F,0,NRF2
O=C(NNc1nc2c(F)cccc2s1)c1ccc(F)cc1,Fc1ccc(cc1)C(=O)NNc1nc2c(s1)cccc2F,0,NRF2
COCCNC(=S)N(CCc1c(C)[nH]c2ccccc12)Cc1ccco1,COCCNC(=S)N(Cc1ccco1)CCc1c(C)[nH]c2c1cccc2,0,NRF2
Cc1[nH]c2ccc(F)cc2c1CCN(Cc1cccnc1)C(=S)Nc1ccc(F)cc1,Fc1ccc(cc1)NC(=S)N(Cc1cccnc1)CCc1c(C)[nH]c2c1cc(F)cc2,0,NRF2
CCc1ccc(S(=O)(=O)NCCc2cn3ccc(C)cc3n2)s1,CCc1ccc(s1)S(=O)(=O)NCCc1cn2c(n1)cc(cc2)C,0,NRF2
O=C(Cc1cccs1)Nc1nnc(-c2ccccc2)s1,O=C(Cc1cccs1)Nc1nnc(s1)c1ccccc1,0,NRF2
Cn1c(SCC(=O)Nc2cccc(F)c2)nc2c([nH]c3ccccc32)c1=O,O=C(Nc1cccc(c1)F)CSc1nc2c(c(=O)n1C)[nH]c1c2cccc1,0,NRF2
O=C(Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1c(F)cccc1F,O=C(c1c(F)cccc1F)Nc1scc(n1)c1ccc(cc1)[N+](=O)[O-],0,NRF2
COc1ccc(C(=O)NCc2ccc3c(c2)cc(C)n3C)cc1,COc1ccc(cc1)C(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
O=C(NNc1nc2c(F)cc(F)cc2s1)C1=COCCO1,Fc1cc(F)c2c(c1)sc(n2)NNC(=O)C1=COCCO1,0,NRF2
Cc1c(NC(=O)CCCN2C(=O)c3cccc4cccc(c34)C2=O)c(=O)n(-c2ccccc2)n1C,O=C(Nc1c(=O)n(n(c1C)C)c1ccccc1)CCCN1C(=O)c2cccc3c2c(C1=O)ccc3,0,NRF2
O=c1[nH]c(SCc2ccccc2)nc2c1cnn2-c1ccc(F)cc1,Fc1ccc(cc1)n1ncc2c1nc(SCc1ccccc1)[nH]c2=O,0,NRF2
Cc1cc2cc(CNC(=S)NCc3ccccc3)ccc2n1C,S=C(NCc1ccccc1)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
CCN1CCN(C(c2cccs2)C(C)NC(=O)Oc2ccccc2)CC1,CCN1CCN(CC1)C(c1cccs1)C(NC(=O)Oc1ccccc1)C,0,NRF2
Cc1cccc(NC(=S)NCc2ccc3c(c2)cc(C)n3C)c1C,S=C(Nc1cccc(c1C)C)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
COc1ccc(C(=O)NCc2ccc3c(c2)cc(C)n3C)cc1OC,COc1ccc(cc1OC)C(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
COc1cccc(NC(=S)NCc2ccc3c(c2)cc(C)n3C)c1,COc1cccc(c1)NC(=S)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
CC(=O)c1sc(NC(=O)c2ccccc2)nc1-c1ccccc1,O=C(c1ccccc1)Nc1nc(c(s1)C(=O)C)c1ccccc1,0,NRF2
CCOC(=O)N1CCN(C(=O)CSc2nc(C)nc3c2c(=O)n(C)c(=O)n3C)CC1,CCOC(=O)N1CCN(CC1)C(=O)CSc1nc(C)nc2c1c(=O)n(C)c(=O)n2C,0,NRF2
COc1cccc(C(=O)NCc2ccc3c(c2)cc(C)n3C)c1,COc1cccc(c1)C(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
O=C(NN=CC=Cc1ccccc1)c1cnccn1,O=C(c1cnccn1)NN=CC=Cc1ccccc1,0,NRF2
CCOc1ccc(CC(=O)NCc2ccc3c(c2)cc(C)n3C)cc1,CCOc1ccc(cc1)CC(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
O=C(NCCSc1c[nH]c2ccccc12)c1ccc2c(c1)OCO2,O=C(c1ccc2c(c1)OCO2)NCCSc1c[nH]c2c1cccc2,0,NRF2
Cc1ccc(NC(=S)NCc2ccc3c(c2)cc(C)n3C)c(C)c1,S=C(Nc1ccc(cc1C)C)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
O=C(NNc1nc2ccc(F)cc2s1)c1cccc(F)c1,Fc1cccc(c1)C(=O)NNc1sc2c(n1)ccc(c2)F,0,NRF2
Cc1ccc(NC(=O)NCc2ccc3[nH]c(C)cc3c2)cc1,O=C(Nc1ccc(cc1)C)NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
COc1cc(C(=O)NCc2ccc3[nH]c(C)cc3c2)cc(OC)c1OC,COc1cc(cc(c1OC)OC)C(=O)NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
COc1ccc(CC(=O)NCc2ccc3c(c2)cc(C)n3C)cc1,COc1ccc(cc1)CC(=O)NCc1ccc2c(c1)cc(n2C)C,0,NRF2
Cc1cccc(S(=O)(=O)NCCc2cn3ccccc3n2)c1,Cc1cccc(c1)S(=O)(=O)NCCc1nc2n(c1)cccc2,0,NRF2
Cc1cc(OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccc(cc1)S(=O)(=O)N(C)C)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
Cc1ccc(C)c(NC(=O)c2cnc3n(c2=O)CCS3)c1,Cc1ccc(c(c1)NC(=O)c1cnc2n(c1=O)CCS2)C,0,NRF2
O=C(NCCSc1c[nH]c2ccccc12)c1c(F)cccc1F,O=C(c1c(F)cccc1F)NCCSc1c[nH]c2c1cccc2,0,NRF2
O=C(NCCC(c1ccccc1)c1ccccc1)c1cnc2sccn2c1=O,O=C(c1cnc2n(c1=O)ccs2)NCCC(c1ccccc1)c1ccccc1,0,NRF2
COc1ccc(-c2csc(NC(=O)CN3C(=O)CCC3=O)n2)cc1,COc1ccc(cc1)c1csc(n1)NC(=O)CN1C(=O)CCC1=O,0,NRF2
Cc1ccsc1C=NNc1ncnc2nc[nH]c12,Cc1ccsc1C=NNc1ncnc2c1[nH]cn2,0,NRF2
CCOC(=O)C1=C(c2ccccc2)NC(=O)NC1c1ccc(OC)c(OC)c1,CCOC(=O)C1=C(NC(=O)NC1c1ccc(c(c1)OC)OC)c1ccccc1,0,NRF2
O=C(CN1C(=O)CCC1=O)Nc1nc(-c2ccc3ccccc3c2)cs1,O=C(CN1C(=O)CCC1=O)Nc1scc(n1)c1ccc2c(c1)cccc2,0,NRF2
Cc1cc(OC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccc(cc1)S(=O)(=O)N1CCCC1)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
CCC(=O)NNc1nc2c(C)cc(C)cc2s1,CCC(=O)NNc1sc2c(n1)c(C)cc(c2)C,0,NRF2
Cc1cc(OC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccc(cc1)S(=O)(=O)N1CCCCC1)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
Cc1cc(OC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccc(cc1)S(=O)(=O)N1CCOCC1)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
COc1ccc(OC)c2sc(NNC(=O)C3COc4ccccc4O3)nc12,COc1ccc(c2c1sc(n2)NNC(=O)C1COc2c(O1)cccc2)OC,0,NRF2
Cc1[nH]c2ccccc2c1SCC(=O)Nc1nccs1,O=C(Nc1nccs1)CSc1c(C)[nH]c2c1cccc2,0,NRF2
Cn1cc(S(=O)(=O)N2CCC3(CC2)OCCO3)c(=O)n(C)c1=O,O=c1n(C)cc(c(=O)n1C)S(=O)(=O)N1CCC2(CC1)OCCO2,0,NRF2
CCC(=O)NNc1nc2c(C)c(C)ccc2s1,CCC(=O)NNc1sc2c(n1)c(C)c(cc2)C,0,NRF2
CNC(=S)N(CCc1c(C)[nH]c2ccccc12)Cc1ccco1,CNC(=S)N(Cc1ccco1)CCc1c(C)[nH]c2c1cccc2,0,NRF2
NC(=O)CSc1cn(Cc2cccc(F)c2)c2ccccc12,NC(=O)CSc1cn(c2c1cccc2)Cc1cccc(c1)F,0,NRF2
Cc1cc2ccccc2n1CCNC(=O)c1ccc(Br)o1,Brc1ccc(o1)C(=O)NCCn1c(C)cc2c1cccc2,0,NRF2
COCCNC(=S)N(CCc1c(C)[nH]c2ccc(C)cc12)Cc1ccco1,COCCNC(=S)N(Cc1ccco1)CCc1c(C)[nH]c2c1cc(C)cc2,0,NRF2
Cc1[nH]c2ccc(F)cc2c1CCN(Cc1cccnc1)C(=S)Nc1cccc(F)c1,Fc1cccc(c1)NC(=S)N(Cc1cccnc1)CCc1c(C)[nH]c2c1cc(F)cc2,0,NRF2
CCC(=O)NCCCc1nc2ccccc2n1Cc1ccccc1F,CCC(=O)NCCCc1nc2c(n1Cc1ccccc1F)cccc2,0,NRF2
Cc1[nH]c2ccccc2c1SCC(=O)N1CCCCCC1,O=C(N1CCCCCC1)CSc1c(C)[nH]c2c1cccc2,0,NRF2
CCN(CC)C(=O)c1sc2nc(-c3ccccc3)ccc2c1N,CCN(C(=O)c1sc2c(c1N)ccc(n2)c1ccccc1)CC,0,NRF2
Cc1cc(N2CCOCC2)nc(SCC(=O)OCc2ccccc2)n1,O=C(CSc1nc(C)cc(n1)N1CCOCC1)OCc1ccccc1,0,NRF2
Cc1cccn2c(=O)c3cc(C(=O)N4COCC4(C)C)sc3nc12,O=C(N1COCC1(C)C)c1sc2c(c1)c(=O)n1c(n2)c(C)ccc1,0,NRF2
Cc1[nH]c2ccccc2c1SCC(=O)N1CCCCC1,O=C(N1CCCCC1)CSc1c(C)[nH]c2c1cccc2,0,NRF2
CC(NC(=S)Nc1ccc(F)cc1)C(c1cccs1)N1CCOCC1,S=C(Nc1ccc(cc1)F)NC(C(c1cccs1)N1CCOCC1)C,0,NRF2
COC(=O)C1=C(C)NC(=S)NC1C=Cc1ccccc1,COC(=O)C1=C(C)NC(=S)NC1C=Cc1ccccc1,0,NRF2
COc1ccc(N2CCN(C(c3cccs3)C(C)NC(=O)c3ccc4c(c3)OCO4)CC2)cc1,COc1ccc(cc1)N1CCN(CC1)C(c1cccs1)C(NC(=O)c1ccc2c(c1)OCO2)C,0,NRF2
CN1CCN(c2ncnc3nc[nH]c23)CC1,CN1CCN(CC1)c1ncnc2c1[nH]cn2,0,NRF2
CCC(C)Nc1nc2c(C)cccn2c(=O)c1C=Nc1ccc(OC)cc1,CCC(Nc1nc2c(C)cccn2c(=O)c1C=Nc1ccc(cc1)OC)C,0,NRF2
Cc1ccc(-c2csc(NC(=O)CN3C(=O)CCC3=O)n2)cc1,O=C(Nc1scc(n1)c1ccc(cc1)C)CN1C(=O)CCC1=O,0,NRF2
CC(C)N1CCc2c(sc(NC(=O)c3nc4ccccc4s3)c2C(N)=O)C1.Cl,CC(N1CCc2c(C1)sc(c2C(=O)N)NC(=O)c1nc2c(s1)cccc2)C.Cl,0,NRF2
Cc1cc2cc(CNC(=O)CCC(=O)O)ccc2n1C,O=C(NCc1ccc2c(c1)cc(n2C)C)CCC(=O)O,0,NRF2
Cc1cc2cc(CNC(=O)Cc3ccc([N+](=O)[O-])cc3)ccc2[nH]1,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
O=C1CCCN2N=C(SCC(=O)Nc3nc4ccccc4s3)SC2=N1,O=C1CCCN2C(=N1)SC(=N2)SCC(=O)Nc1nc2c(s1)cccc2,0,NRF2
COc1ccc(-c2csc(NC(=O)C3COc4ccccc4O3)n2)cc1OC,COc1cc(ccc1OC)c1csc(n1)NC(=O)C1COc2c(O1)cccc2,0,NRF2
COc1ccc(C2=NN(C(=O)CSC3=NN4CCCC(=O)N=C4S3)C(c3cccc(OC)c3OC)C2)cc1,COc1c(OC)cccc1C1CC(=NN1C(=O)CSC1=NN2C(=NC(=O)CCC2)S1)c1ccc(cc1)OC,0,NRF2
O=C(NCCn1cc(SCC(=O)N2CCOCC2)c2ccccc21)c1c(F)cccc1F,O=C(N1CCOCC1)CSc1cn(c2c1cccc2)CCNC(=O)c1c(F)cccc1F,0,NRF2
Cc1cccc(CC(=O)NCCn2c(C)cc3ccccc32)c1,O=C(Cc1cccc(c1)C)NCCn1c(C)cc2c1cccc2,0,NRF2
Cc1cc(OC(=O)c2ccc3ccccc3c2)c([N+](=O)[O-])c(=O)[nH]1,O=C(c1ccc2c(c1)cccc2)Oc1cc(C)[nH]c(=O)c1[N+](=O)[O-],0,NRF2
O=C(NNc1nc2c(F)cccc2s1)c1ccccc1,O=C(c1ccccc1)NNc1sc2c(n1)c(F)ccc2,0,NRF2
COc1ccc(C(=O)NCc2ccc3[nH]c(C)cc3c2)cc1OC,COc1ccc(cc1OC)C(=O)NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
O=C(NNc1nc2c(F)cc(F)cc2s1)C1COc2ccccc2O1,O=C(C1COc2c(O1)cccc2)NNc1sc2c(n1)c(F)cc(c2)F,0,NRF2
COc1cccc(C(=O)NCc2ccc3[nH]c(C)cc3c2)c1,COc1cccc(c1)C(=O)NCc1ccc2c(c1)cc([nH]2)C,0,NRF2
O=C1CCCN2N=C(SCC(=O)N3N=C(c4ccc(Br)cc4)CC3c3ccc(F)cc3)SC2=N1,Fc1ccc(cc1)C1CC(=NN1C(=O)CSC1=NN2C(=NC(=O)CCC2)S1)c1ccc(cc1)Br,0,NRF2
Nc1cc(C(F)(F)F)cc([N+](=O)[O-])c1N,[O-][N+](=O)c1cc(cc(c1N)N)C(F)(F)F,0,NRF2
Cc1ccc2cc(CCNC(=O)C(=O)c3c(C)[nH]c4ccccc34)c(=O)[nH]c2c1,Cc1ccc2c(c1)[nH]c(=O)c(c2)CCNC(=O)C(=O)c1c(C)[nH]c2c1cccc2,0,NRF2
O=C(Cc1ccc([N+](=O)[O-])cc1)NN=Cc1ccc([N+](=O)[O-])o1,O=C(Cc1ccc(cc1)[N+](=O)[O-])NN=Cc1ccc(o1)[N+](=O)[O-],0,NRF2
O=C1CCCN2N=C(SCC(=O)Nc3nccs3)SC2=N1,O=C(Nc1nccs1)CSC1=NN2C(=NC(=O)CCC2)S1,0,NRF2
Cc1nnc(NC(=O)CSc2nnc(NC(=O)C(C)(C)C)s2)s1,O=C(Nc1nnc(s1)C)CSc1nnc(s1)NC(=O)C(C)(C)C,0,NRF2
CC(C)N1CCc2c(sc(NC(=O)CN3C(=O)c4ccccc4C3=O)c2C(N)=O)C1.Cl,O=C(Nc1sc2c(c1C(=O)N)CCN(C2)C(C)C)CN1C(=O)c2c(C1=O)cccc2.Cl,0,NRF2
Cc1nnc2ccc(-c3ccc(NS(C)(=O)=O)cc3)nn12,Cc1nnc2n1nc(cc2)c1ccc(cc1)NS(=O)(=O)C,0,NRF2
CNC(=S)NCc1ccc2[nH]c3c(c2c1)CCCC3,CNC(=S)NCc1ccc2c(c1)c1CCCCc1[nH]2,0,NRF2
COc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3cc(C)on3)o2)cc1OC,COc1cc(ccc1OC)C(=O)NCc1nnc(o1)SCC(=O)Nc1noc(c1)C,0,NRF2
O=C(Nc1nnc(-c2ccco2)o1)c1ccc([N+](=O)[O-])s1,O=C(c1ccc(s1)[N+](=O)[O-])Nc1nnc(o1)c1ccco1,0,NRF2
CCC(=O)NNc1nc2c(Cl)cccc2s1,CCC(=O)NNc1sc2c(n1)c(Cl)ccc2,0,NRF2
NC(=O)c1ccsc1NC(=O)c1coc2ccccc2c1=O,O=C(c1coc2c(c1=O)cccc2)Nc1sccc1C(=O)N,0,NRF2
COc1ccc(CCC(=O)NCc2cn3ccc(C)cc3n2)cc1,COc1ccc(cc1)CCC(=O)NCc1cn2c(n1)cc(cc2)C,0,NRF2
O=C(Nc1ncc(Cc2ccccc2)s1)C1=NCCN1,O=C(C1=NCCN1)Nc1ncc(s1)Cc1ccccc1,0,NRF2
Cl.N=C(N)N=Nc1c(O)[nH]c2ccc(Br)cc12,NC(=N)N=Nc1c(O)[nH]c2c1cc(Br)cc2.Cl,0,NRF2
O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)NN=Cc1ccccn1,O=C(CNC(=O)C12CC3CC(C2)CC(C1)C3)NN=Cc1ccccn1,0,NRF2
O=C(C=Cc1ccccc1)Nc1ccc2c(c1)C(=O)NC2=O,O=C(Nc1ccc2c(c1)C(=O)NC2=O)C=Cc1ccccc1,0,NRF2
CCOc1ccccc1C(=O)Nc1nnc(SCC(=O)Nc2cc(C)on2)s1,CCOc1ccccc1C(=O)Nc1nnc(s1)SCC(=O)Nc1noc(c1)C,0,NRF2
COc1ccc(NC(=O)CN2C(=O)CSC(C)C2=O)cc1,COc1ccc(cc1)NC(=O)CN1C(=O)CSC(C1=O)C,0,NRF2
O=C(Nc1cccc2c1C(=O)NC2=O)c1cccc(N2C(=O)CCC2=O)c1,O=C(c1cccc(c1)N1C(=O)CCC1=O)Nc1cccc2c1C(=O)NC2=O,0,NRF2
CCOc1ccc(NC(=O)CSc2nc3c([nH]c4ccccc43)c(=O)n2C)cc1,CCOc1ccc(cc1)NC(=O)CSc1nc2c3ccccc3[nH]c2c(=O)n1C,0,NRF2
CCCCC(=O)Nc1nnc(C2=COCCO2)o1,CCCCC(=O)Nc1nnc(o1)C1=COCCO1,0,NRF2
O=C(C=Cc1ccccc1)Nc1nnc(-c2ccco2)o1,O=C(Nc1nnc(o1)c1ccco1)C=Cc1ccccc1,0,NRF2
COc1cccc(NC(=O)CSc2nc3c([nH]c4ccccc43)c(=O)n2C)c1,COc1cccc(c1)NC(=O)CSc1nc2c3ccccc3[nH]c2c(=O)n1C,0,NRF2
O=c1c2ccccc2nc2c3ccccc3c(NCCO)nn12,OCCNc1nn2c(c3c1cccc3)nc1c(c2=O)cccc1,0,NRF2
COc1cccc(-n2nnc3c(=O)n(CC(=O)Nc4cc(C)on4)cnc32)c1,COc1cccc(c1)n1nnc2c1ncn(c2=O)CC(=O)Nc1noc(c1)C,0,NRF2
COc1ccc(C=C2SC(=O)N(CCCCCC(=O)Nc3ccccc3C(=O)O)C2=S)cc1,COc1ccc(cc1)C=C1SC(=O)N(C1=S)CCCCCC(=O)Nc1ccccc1C(=O)O,0,NRF2
COc1cc(NC(=O)CSc2nnc3ccc(-c4ccncc4)nn23)cc(OC)c1,COc1cc(NC(=O)CSc2nnc3n2nc(cc3)c2ccncc2)cc(c1)OC,0,NRF2
Cc1cc(NC(=O)CSc2nc(-c3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)no1,O=C(Nc1noc(c1)C)CSc1nc(nc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,0,NRF2
O=C(Nc1nc2cc3c(cc2s1)OCCO3)c1cccc(N2C(=O)CCC2=O)c1,O=C1CCC(=O)N1c1cccc(c1)C(=O)Nc1nc2c(s1)cc1c(c2)OCCO1,0,NRF2
O=C(Nc1ccc2c(c1)C(=O)NC2=O)c1ccc(Cl)s1,Clc1ccc(s1)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,0,NRF2
COc1ccc(C=NN=C2NC(=O)C(CC(=O)NC(C)C)S2)cc1,COc1ccc(cc1)C=NN=C1NC(=O)C(S1)CC(=O)NC(C)C,0,NRF2
CCc1nnc(NC(=O)CSc2ccc(-c3ccc(C)cc3)nn2)s1,CCc1nnc(s1)NC(=O)CSc1ccc(nn1)c1ccc(cc1)C,0,NRF2
Nn1c(SCC(=O)Nc2nccs2)nncc1=O,O=C(Nc1nccs1)CSc1nncc(=O)n1N,0,NRF2
CCSc1nnc(NC(=O)CSc2nncc(=O)n2N)s1,CCSc1nnc(s1)NC(=O)CSc1nncc(=O)n1N,0,NRF2
Cn1c(SCC(=O)Nc2ccc(F)cc2)nc2c([nH]c3ccccc32)c1=O,O=C(Nc1ccc(cc1)F)CSc1nc2c3ccccc3[nH]c2c(=O)n1C,0,NRF2
Cc1csc(NC(=O)CSc2ccc3nnc(-c4ccncc4)n3n2)n1,O=C(Nc1scc(n1)C)CSc1ccc2n(n1)c(nn2)c1ccncc1,0,NRF2
Cn1c(SCC(=O)Nc2ccccc2)nc2c([nH]c3ccccc32)c1=O,O=C(Nc1ccccc1)CSc1nc2c(c(=O)n1C)[nH]c1c2cccc1,0,NRF2
